,acc,loss,top3_acc,val_acc,val_loss,val_top3_acc
0,0.014814814552664757,4.698269844055176,0.03827160596847534,0.012345679104328156,4.958828449249268,0.043209876865148544
1,0.023456789553165436,4.610227584838867,0.0555555559694767,0.012345679104328156,4.954111099243164,0.040740739554166794
2,0.027160493656992912,4.5655903816223145,0.04938271641731262,0.011111111380159855,4.946350574493408,0.04197530820965767
3,0.014814814552664757,4.520055294036865,0.051851850003004074,0.011111111380159855,4.9376630783081055,0.04197530820965767
4,0.034567900002002716,4.444046974182129,0.08271604776382446,0.012345679104328156,4.923150539398193,0.04197530820965767
5,0.03827160596847534,4.395578861236572,0.09382715821266174,0.012345679104328156,4.908590793609619,0.04197530820965767
6,0.04938271641731262,4.381022930145264,0.11234568059444427,0.011111111380159855,4.8905510902404785,0.04197530820965767
7,0.04444444552063942,4.3297834396362305,0.12222222238779068,0.012345679104328156,4.8733439445495605,0.043209876865148544
8,0.05802468955516815,4.312088966369629,0.12469135969877243,0.012345679104328156,4.852746963500977,0.043209876865148544
9,0.07160493731498718,4.254146099090576,0.15432098507881165,0.012345679104328156,4.833608150482178,0.04197530820965767
10,0.0654321014881134,4.246157646179199,0.15802469849586487,0.012345679104328156,4.814453601837158,0.04197530820965767
11,0.08024691045284271,4.204463005065918,0.1716049313545227,0.012345679104328156,4.794425010681152,0.043209876865148544
12,0.07901234924793243,4.17551851272583,0.18395061790943146,0.012345679104328156,4.773391246795654,0.04444444552063942
13,0.1111111119389534,4.135983467102051,0.22469136118888855,0.012345679104328156,4.752651214599609,0.04444444552063942
14,0.11234568059444427,4.121799945831299,0.21481481194496155,0.012345679104328156,4.732709884643555,0.04197530820965767
15,0.11728394776582718,4.106344223022461,0.22098764777183533,0.012345679104328156,4.7135820388793945,0.043209876865148544
16,0.12962962687015533,4.058899879455566,0.2530864179134369,0.013580246828496456,4.696905612945557,0.043209876865148544
17,0.12962962687015533,4.036163330078125,0.2617284059524536,0.016049383208155632,4.677755355834961,0.043209876865148544
18,0.15308642387390137,4.002503395080566,0.28518518805503845,0.016049383208155632,4.658468246459961,0.043209876865148544
19,0.16790123283863068,3.952336549758911,0.33703702688217163,0.017283950001001358,4.640008926391602,0.045679014176130295
20,0.17283950746059418,3.9373834133148193,0.31728395819664,0.018518518656492233,4.62066125869751,0.04691357910633087
21,0.1617283970117569,3.9278931617736816,0.3481481373310089,0.018518518656492233,4.602458953857422,0.04691357910633087
22,0.1913580298423767,3.8705859184265137,0.3580246865749359,0.01975308731198311,4.584892272949219,0.04814814776182175
23,0.1913580298423767,3.8443500995635986,0.3728395104408264,0.01975308731198311,4.569034099578857,0.04814814776182175
24,0.19506172835826874,3.82688045501709,0.35679012537002563,0.020987654104828835,4.553852558135986,0.0506172850728035
25,0.2074074000120163,3.8087377548217773,0.3876543343067169,0.02222222276031971,4.5394110679626465,0.0555555559694767
26,0.22592592239379883,3.768150568008423,0.39135801792144775,0.023456789553165436,4.524710178375244,0.054320987313985825
27,0.23456789553165436,3.731156587600708,0.43703705072402954,0.025925925001502037,4.510498523712158,0.054320987313985825
28,0.2172839492559433,3.7277274131774902,0.40246912837028503,0.029629629105329514,4.498034954071045,0.056790124624967575
29,0.25432097911834717,3.6863017082214355,0.42716050148010254,0.029629629105329514,4.484900951385498,0.05802468955516815
30,0.27037036418914795,3.676581859588623,0.4481481611728668,0.032098766416311264,4.471463680267334,0.05802468955516815
31,0.27037036418914795,3.6512601375579834,0.46666666865348816,0.03333333507180214,4.458739757537842,0.06172839552164078
32,0.2629629671573639,3.6307613849639893,0.45679011940956116,0.034567900002002716,4.445632457733154,0.06296296417713165
33,0.26543208956718445,3.5918800830841064,0.48271605372428894,0.034567900002002716,4.433516025543213,0.06790123134851456
34,0.29135802388191223,3.56278657913208,0.5123456716537476,0.03580246865749359,4.422298908233643,0.06913580000400543
35,0.3246913552284241,3.5201189517974854,0.5024691224098206,0.03827160596847534,4.410589694976807,0.07037036865949631
