,acc,loss,val_acc,val_loss
0,0.3938271701335907,2.45078706741333,0.018518518656492233,8.645061492919922
1,0.4296296238899231,2.3046045303344727,0.018518518656492233,8.446135520935059
2,0.4493827223777771,2.1340713500976562,0.01975308731198311,8.233689308166504
3,0.48641976714134216,2.0644471645355225,0.01975308731198311,8.037431716918945
4,0.4950617253780365,1.9900487661361694,0.01975308731198311,7.858911037445068
5,0.5185185074806213,1.9025464057922363,0.01975308731198311,7.714284420013428
6,0.5345678925514221,1.7759147882461548,0.01975308731198311,7.566384315490723
7,0.5592592358589172,1.7664060592651367,0.01975308731198311,7.443543434143066
8,0.5790123343467712,1.7137713432312012,0.020987654104828835,7.3158650398254395
9,0.5913580060005188,1.669899582862854,0.020987654104828835,7.2002997398376465
10,0.5975308418273926,1.6123052835464478,0.020987654104828835,7.089615821838379
11,0.614814817905426,1.5461841821670532,0.01975308731198311,6.977372646331787
12,0.6370370388031006,1.4970703125,0.01975308731198311,6.861874103546143
13,0.6567901372909546,1.491396427154541,0.01975308731198311,6.754262924194336
14,0.6765432357788086,1.4182184934616089,0.02222222276031971,6.649558067321777
15,0.6740740537643433,1.3752081394195557,0.02222222276031971,6.551006317138672
16,0.680246889591217,1.3326553106307983,0.02222222276031971,6.458691596984863
17,0.6777777671813965,1.317094326019287,0.020987654104828835,6.376604080200195
18,0.6975308656692505,1.2842146158218384,0.020987654104828835,6.29835319519043
19,0.7037037014961243,1.248848795890808,0.02222222276031971,6.227339744567871
20,0.7061728239059448,1.2760658264160156,0.020987654104828835,6.164417743682861
21,0.7172839641571045,1.2102642059326172,0.02222222276031971,6.1182074546813965
22,0.7481481432914734,1.1318970918655396,0.023456789553165436,6.074285507202148
23,0.7246913313865662,1.1665318012237549,0.023456789553165436,6.038525581359863
24,0.749382734298706,1.086848258972168,0.02222222276031971,6.005780220031738
25,0.7530864477157593,1.0711110830307007,0.023456789553165436,5.982341289520264
26,0.760493814945221,1.0269403457641602,0.02222222276031971,5.955684185028076
27,0.7382715940475464,1.145437240600586,0.01975308731198311,5.944345951080322
28,0.7481481432914734,1.0679442882537842,0.01975308731198311,5.931632995605469
